Localidad,Especie,Tiempo,Time_2,Horas,Minutos,Minutos_Decimales,Horas_Decimales,Station
Agua Linda,Mazama temama,11:42:02,0.487523148,11,42,0.7,11.7,Lluvia
Puerto de las Palomas,Leopardus wiedii,11:42:04,0.487546296,11,42,0.7,11.7,Lluvia
Puerto de las Palomas,Eira barbara,11:42:11,0.487627315,11,42,0.7,11.7,Lluvia
El Tigre,Dicotyles tajacu,11:43:15,0.488368056,11,43,0.716666667,11.71666667,Lluvia
La Corneta,Mazama temama,11:43:55,0.488831019,11,43,0.716666667,11.71666667,Lluvia
El Tigre,Dicotyles tajacu,11:43:59,0.488877315,11,43,0.716666667,11.71666667,Lluvia
El Tigre,Dicotyles tajacu,11:43:59,0.488877315,11,43,0.716666667,11.71666667,Lluvia
El Tigre,Dicotyles tajacu,11:43:59,0.488877315,11,43,0.716666667,11.71666667,Lluvia
Agua Linda,Mazama temama,11:44:07,0.488969907,11,44,0.733333333,11.73333333,Seca
Puerto de las Palomas,Eira barbara,11:44:13,0.489039352,11,44,0.733333333,11.73333333,Lluvia
Joya Oscura,Cuniculus paca,11:46:56,0.490925926,11,46,0.766666667,11.76666667,Lluvia
El Aguita,Ursus americanus,11:47:18,0.491180556,11,47,0.783333333,11.78333333,Seca
Cerro del Pilón,Urocyon cinereoargenteus,11:49:16,0.492546296,11,49,0.816666667,11.81666667,Lluvia
El Salto,Sylvilagus floridanus,11:49:21,0.492604167,11,49,0.816666667,11.81666667,Seca
Casa de Piedra,Mazama temama,11:52:37,0.494872685,11,52,0.866666667,11.86666667,Lluvia
Esteban,Leopardus wiedii,11:53:26,0.495439815,11,53,0.883333333,11.88333333,Seca
Joya Oscura 2,Nasua narica,11:57:25,0.498206019,11,57,0.95,11.95,Lluvia
El Aguita,Mazama temama,11:58:35,0.499016204,11,58,0.966666667,11.96666667,Lluvia
Puerto de las Palomas,Ursus americanus,11:58:48,0.499166667,11,58,0.966666667,11.96666667,Lluvia
Cerro del Pilón,Didelphis virginiana,11:59:29,0.499641204,11,59,0.983333333,11.98333333,Seca
Cerro del Pilón,Cuniculus paca,12:02:12,0.501527778,12,2,0.033333333,12.03333333,Lluvia
El Aguita,Mazama temama,12:06:55,0.504803241,12,6,0.1,12.1,Lluvia
El Aguita 2,Mazama temama,12:07:23,0.505127315,12,7,0.116666667,12.11666667,Lluvia
El Salto,Didelphis virginiana,12:07:35,0.505266204,12,7,0.116666667,12.11666667,Seca
El Salto,Didelphis virginiana,12:07:35,0.505266204,12,7,0.116666667,12.11666667,Seca
El agua de Simon,Didelphis virginiana,12:08:18,0.505763889,12,8,0.133333333,12.13333333,Lluvia
Cerro del Pilón,Puma concolor,12:08:19,0.505775463,12,8,0.133333333,12.13333333,Lluvia
Joya Oscura,Mazama temama,12:08:35,0.505960648,12,8,0.133333333,12.13333333,Lluvia
Agua Linda,Puma concolor,12:09:18,0.506458333,12,9,0.15,12.15,Seca
El Aguita 2,Puma concolor,12:09:58,0.506921296,12,9,0.15,12.15,Lluvia
El Aguita,Mazama temama,12:10:13,0.507094907,12,10,0.166666667,12.16666667,Lluvia
Casa de Piedra,Mazama temama,12:10:15,0.507118056,12,10,0.166666667,12.16666667,Lluvia
El agua de Simon,Leopardus wiedii,12:11:59,0.508321759,12,11,0.183333333,12.18333333,Lluvia
Las Dalias,Mazama temama,12:13:40,0.509490741,12,13,0.216666667,12.21666667,Lluvia
Joya Oscura 2,Panthera onca,12:13:54,0.509652778,12,13,0.216666667,12.21666667,Seca
El Tigre,Odocoileus virginianus,12:14:34,0.510115741,12,14,0.233333333,12.23333333,Lluvia
La Perra,Urocyon cinereoargenteus,12:14:39,0.510173611,12,14,0.233333333,12.23333333,Lluvia
Puerto de las Palomas,Eira barbara,12:15:38,0.510856481,12,15,0.25,12.25,Seca
El Salto,Mazama temama,12:19:20,0.513425926,12,19,0.316666667,12.31666667,Seca
Las Dalias,Puma concolor,12:20:33,0.514270833,12,20,0.333333333,12.33333333,Seca
Cañon del Diablo ,Mazama temama,12:22:29,0.515613426,12,22,0.366666667,12.36666667,Lluvia
El Aguita,Mazama temama,12:24:33,0.517048611,12,24,0.4,12.4,Lluvia
La Perra,Nasua narica,12:25:01,0.517372685,12,25,0.416666667,12.41666667,Lluvia
Agua Linda,Eira barbara,12:26:54,0.518680556,12,26,0.433333333,12.43333333,Lluvia
El Salto,Mazama temama,12:27:38,0.519189815,12,27,0.45,12.45,Seca
Agua Linda,Ursus americanus,12:28:19,0.519664352,12,28,0.466666667,12.46666667,Lluvia
Agua Linda,Mazama temama,12:29:37,0.52056713,12,29,0.483333333,12.48333333,Seca
El Salto,Conepatus leuconotus,12:35:29,0.524641204,12,35,0.583333333,12.58333333,Seca
Las Dalias,Mazama temama,12:36:18,0.525208333,12,36,0.6,12.6,Seca
Agua Linda,Mazama temama,12:36:20,0.525231481,12,36,0.6,12.6,Seca
Valle Verde del Charco ,Mazama temama,12:40:07,0.527858796,12,40,0.666666667,12.66666667,Lluvia
Joya Oscura,Mazama temama,12:42:25,0.529456019,12,42,0.7,12.7,Lluvia
Las Dalias,Mazama temama,12:43:42,0.530347222,12,43,0.716666667,12.71666667,Seca
La Perra,Ursus americanus,12:43:57,0.530520833,12,43,0.716666667,12.71666667,Lluvia
El Salto,Conepatus leuconotus,12:45:04,0.531296296,12,45,0.75,12.75,Seca
Agua Linda,Dasypus novemcinctus,12:47:34,0.533032407,12,47,0.783333333,12.78333333,Lluvia
Cerro del Pilón,Didelphis virginiana,12:48:33,0.533715278,12,48,0.8,12.8,Seca
El Tigre,Urocyon cinereoargenteus,12:48:47,0.533877315,12,48,0.8,12.8,Lluvia
Joya Oscura,Ursus americanus,12:49:20,0.534259259,12,49,0.816666667,12.81666667,Lluvia
La Tableta 2,Mazama temama,12:49:34,0.534421296,12,49,0.816666667,12.81666667,Lluvia
El Salto,Mazama temama,12:52:10,0.536226852,12,52,0.866666667,12.86666667,Lluvia
El Aguita,Ursus americanus,12:52:51,0.536701389,12,52,0.866666667,12.86666667,Seca
Puerto de las Palomas,Leopardus wiedii,12:53:47,0.537349537,12,53,0.883333333,12.88333333,Seca
El agua de Simon,Didelphis virginiana,12:55:07,0.538275463,12,55,0.916666667,12.91666667,Lluvia
El Salto,Sylvilagus floridanus,12:56:55,0.539525463,12,56,0.933333333,12.93333333,Seca
Cerro del Pilón,Sylvilagus floridanus,12:57:59,0.540266204,12,57,0.95,12.95,Lluvia
Puerto de las Palomas 2,Ursus americanus,12:58:23,0.540543981,12,58,0.966666667,12.96666667,Lluvia
El Tigre,Nasua narica,13:00:10,0.541782407,13,0,0,13,Lluvia
El Aguita,Mazama temama,13:01:03,0.542395833,13,1,0.016666667,13.01666667,Lluvia
El Elefante,Puma concolor,13:02:11,0.54318287,13,2,0.033333333,13.03333333,Lluvia
Cerro del Pilón,Puma concolor,13:02:25,0.543344907,13,2,0.033333333,13.03333333,Lluvia
Cerro del Pilón,Mazama temama,13:02:30,0.543402778,13,2,0.033333333,13.03333333,Seca
El Salto,Sylvilagus floridanus,13:03:09,0.543854167,13,3,0.05,13.05,Seca
La Corneta,Panthera onca,13:05:14,0.545300926,13,5,0.083333333,13.08333333,Lluvia
El Tigre,Dicotyles tajacu,13:05:14,0.545300926,13,5,0.083333333,13.08333333,Seca
La Perra,Nasua narica,13:05:49,0.545706019,13,5,0.083333333,13.08333333,Lluvia
Joya Oscura,Mazama temama,13:06:39,0.546284722,13,6,0.1,13.1,Lluvia
El Salto,Didelphis virginiana,13:07:25,0.54681713,13,7,0.116666667,13.11666667,Seca
Valle Verde del Charco ,Leopardus wiedii,13:07:41,0.547002315,13,7,0.116666667,13.11666667,Seca
El agua de Simon,Mazama temama,13:10:09,0.548715278,13,10,0.166666667,13.16666667,Lluvia
Puerto de las Palomas,Eira barbara,13:13:59,0.551377315,13,13,0.216666667,13.21666667,Seca
El Salto,Leopardus wiedii,13:14:05,0.551446759,13,14,0.233333333,13.23333333,Seca
Agua Linda,Ursus americanus,13:14:53,0.552002315,13,14,0.233333333,13.23333333,Seca
Joya Oscura,Nasua narica,13:14:55,0.552025463,13,14,0.233333333,13.23333333,Seca
Puerto de las Palomas 2,Ursus americanus,13:15:14,0.55224537,13,15,0.25,13.25,Lluvia
Joya Oscura,Puma concolor,13:17:01,0.553483796,13,17,0.283333333,13.28333333,Lluvia
Joya Oscura,Puma concolor,13:17:12,0.553611111,13,17,0.283333333,13.28333333,Lluvia
Casa de Piedra,Mazama temama,13:17:29,0.55380787,13,17,0.283333333,13.28333333,Lluvia
El Tigre,Odocoileus virginianus,13:18:09,0.554270833,13,18,0.3,13.3,Lluvia
El Salto,Didelphis virginiana,13:20:36,0.555972222,13,20,0.333333333,13.33333333,Seca
Joya Oscura 2,Nasua narica,13:21:16,0.556435185,13,21,0.35,13.35,Lluvia
El agua de Simon,Mazama temama,13:25:47,0.559571759,13,25,0.416666667,13.41666667,Seca
El Salto,Sylvilagus floridanus,13:27:24,0.560694444,13,27,0.45,13.45,Seca
Puerto de las Palomas,Eira barbara,13:27:48,0.560972222,13,27,0.45,13.45,Lluvia
Las Dalias,Mazama temama,13:30:54,0.563125,13,30,0.5,13.5,Lluvia
El Aguita,Mazama temama,13:31:04,0.563240741,13,31,0.516666667,13.51666667,Lluvia
El Aguita,Mazama temama,13:31:19,0.563414352,13,31,0.516666667,13.51666667,Lluvia
El Salto,Sylvilagus floridanus,13:31:34,0.563587963,13,31,0.516666667,13.51666667,Seca
Puerto de las Palomas,Eira barbara,13:33:23,0.564849537,13,33,0.55,13.55,Lluvia
Agua Linda,Eira barbara,13:35:41,0.566446759,13,35,0.583333333,13.58333333,Seca
El Salto,Didelphis virginiana,13:36:38,0.567106481,13,36,0.6,13.6,Seca
Las Dalias,Puma concolor,13:37:27,0.567673611,13,37,0.616666667,13.61666667,Seca
El agua de Simon,Sylvilagus floridanus,13:37:28,0.567685185,13,37,0.616666667,13.61666667,Seca
Casa de Piedra,Dasypus novemcinctus,13:37:59,0.568043981,13,37,0.616666667,13.61666667,Lluvia
La Tableta,Mazama temama,13:39:47,0.569293981,13,39,0.65,13.65,Lluvia
El Salto,Didelphis virginiana,13:43:02,0.571550926,13,43,0.716666667,13.71666667,Seca
Puerto de las Palomas 2,Leopardus wiedii,13:43:36,0.571944444,13,43,0.716666667,13.71666667,Lluvia
Cerro del Pilón,Panthera onca,13:43:43,0.572025463,13,43,0.716666667,13.71666667,Lluvia
Esteban,Panthera onca,13:47:43,0.574803241,13,47,0.783333333,13.78333333,Lluvia
El agua de Simon,Mazama temama,13:48:23,0.575266204,13,48,0.8,13.8,Seca
Puerto de las Palomas,Puma concolor,13:48:54,0.575625,13,48,0.8,13.8,Lluvia
El Aguita,Puma concolor,13:49:40,0.576157407,13,49,0.816666667,13.81666667,Seca
El agua de Simon,Puma concolor,13:50:14,0.576550926,13,50,0.833333333,13.83333333,Lluvia
Joya Oscura,Mazama temama,13:50:19,0.576608796,13,50,0.833333333,13.83333333,Lluvia
Puerto de las Palomas,Nasua narica,13:50:24,0.576666667,13,50,0.833333333,13.83333333,Lluvia
El Salto,Mazama temama,13:51:33,0.577465278,13,51,0.85,13.85,Seca
El Aguita 2,Nasua narica,13:52:28,0.578101852,13,52,0.866666667,13.86666667,Lluvia
El Salto,Mazama temama,13:52:32,0.578148148,13,52,0.866666667,13.86666667,Seca
Agua Linda,Mazama temama,13:52:58,0.578449074,13,52,0.866666667,13.86666667,Lluvia
Puerto de las Palomas,Ursus americanus,13:54:34,0.579560185,13,54,0.9,13.9,Lluvia
El Tigre,Dicotyles tajacu,13:57:15,0.581423611,13,57,0.95,13.95,Lluvia
Las Dalias,Mazama temama,13:58:09,0.582048611,13,58,0.966666667,13.96666667,Seca
El Salto,Conepatus leuconotus,13:58:20,0.582175926,13,58,0.966666667,13.96666667,Lluvia
Agua Linda,Ursus americanus,13:58:22,0.582199074,13,58,0.966666667,13.96666667,Seca
Agua Linda,Puma concolor,14:02:53,0.585335648,14,2,0.033333333,14.03333333,Lluvia
Puerto de las Palomas 2,Ursus americanus,14:03:47,0.585960648,14,3,0.05,14.05,Lluvia
Joya Oscura,Mazama temama,14:04:51,0.586701389,14,4,0.066666667,14.06666667,Lluvia
Las Dalias,Mazama temama,14:05:30,0.587152778,14,5,0.083333333,14.08333333,Lluvia
El Salto,Didelphis virginiana,14:06:58,0.588171296,14,6,0.1,14.1,Seca
Puerto de las Palomas,Ursus americanus,14:07:00,0.588194444,14,7,0.116666667,14.11666667,Seca
Joya Oscura 2,Nasua narica,14:07:28,0.588518519,14,7,0.116666667,14.11666667,Lluvia
El Salto,Mazama temama,14:07:52,0.588796296,14,7,0.116666667,14.11666667,Seca
El Salto,Mazama temama,14:08:53,0.589502315,14,7,0.116666667,14.11666667,Lluvia
Las Dalias,Puma concolor,14:09:20,0.589814815,14,8,0.133333333,14.13333333,Seca
Agua Linda,Nasua narica,14:10:19,0.590497685,14,9,0.15,14.15,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,14:10:44,0.590787037,14,10,0.166666667,14.16666667,Lluvia
El agua de Simon,Didelphis virginiana,14:11:36,0.591388889,14,11,0.183333333,14.18333333,Lluvia
El Infiernillo,Nasua narica,14:11:56,0.59162037,14,11,0.183333333,14.18333333,Seca
El Aguita 2,Puma concolor,14:11:56,0.59162037,14,11,0.183333333,14.18333333,Seca
El Aguita 2,Dicotyles tajacu,14:12:10,0.591782407,14,12,0.2,14.2,Seca
La Corneta,Mazama temama,14:12:55,0.592303241,14,12,0.2,14.2,Lluvia
El Tigre,Odocoileus virginianus,14:13:00,0.592361111,14,13,0.216666667,14.21666667,Seca
Agua Linda,Mazama temama,14:14:09,0.593159722,14,14,0.233333333,14.23333333,Lluvia
Agua Linda,Mazama temama,14:14:19,0.593275463,14,14,0.233333333,14.23333333,Lluvia
Joya Oscura,Nasua narica,14:14:58,0.593726852,14,14,0.233333333,14.23333333,Lluvia
El agua de Simon,Mazama temama,14:15:48,0.594305556,14,15,0.25,14.25,Seca
El agua de Simon,Sylvilagus floridanus,14:18:44,0.596342593,14,18,0.3,14.3,Lluvia
La Perra,Urocyon cinereoargenteus,14:18:53,0.596446759,14,18,0.3,14.3,Lluvia
Casa de Piedra,Ursus americanus,14:19:12,0.596666667,14,19,0.316666667,14.31666667,Seca
El Salto,Sylvilagus floridanus,14:21:58,0.598587963,14,21,0.35,14.35,Seca
Puerto de las Palomas 2,Ursus americanus,14:22:13,0.598761574,14,22,0.366666667,14.36666667,Lluvia
El Aguita 2,Ursus americanus,14:24:12,0.600138889,14,24,0.4,14.4,Seca
El Salto,Sylvilagus floridanus,14:24:28,0.600324074,14,24,0.4,14.4,Seca
El Infiernillo,Mazama temama,14:25:31,0.601053241,14,25,0.416666667,14.41666667,Lluvia
El Salto,Didelphis virginiana,14:25:43,0.60119213,14,25,0.416666667,14.41666667,Seca
Puerto de las Palomas 2,Puma concolor,14:26:06,0.601458333,14,26,0.433333333,14.43333333,Lluvia
Las Dalias,Puma concolor,14:26:37,0.60181713,14,26,0.433333333,14.43333333,Seca
El Salto,Sylvilagus floridanus,14:27:24,0.602361111,14,27,0.45,14.45,Seca
Cerro del Pilón,Puma concolor,14:28:29,0.603113426,14,28,0.466666667,14.46666667,Lluvia
El Salto,Sylvilagus floridanus,14:30:22,0.604421296,14,30,0.5,14.5,Seca
El Aguita 2,Ursus americanus,14:31:26,0.605162037,14,31,0.516666667,14.51666667,Seca
El Elefante,Sylvilagus floridanus,14:32:14,0.605717593,14,32,0.533333333,14.53333333,Lluvia
Puerto de las Palomas,Eira barbara,14:35:56,0.608287037,14,35,0.583333333,14.58333333,Lluvia
El Tigre,Odocoileus virginianus,14:35:59,0.608321759,14,35,0.583333333,14.58333333,Lluvia
Agua Linda,Ursus americanus,14:37:49,0.609594907,14,37,0.616666667,14.61666667,Lluvia
El Aguita 2,Puma concolor,14:38:38,0.610162037,14,38,0.633333333,14.63333333,Seca
El Salto,Sylvilagus floridanus,14:40:23,0.611377315,14,40,0.666666667,14.66666667,Lluvia
El Salto,Sylvilagus floridanus,14:40:37,0.611539352,14,40,0.666666667,14.66666667,Seca
El agua de Simon,Mazama temama,14:43:23,0.613460648,14,43,0.716666667,14.71666667,Seca
Puerto de las Palomas 2,Urocyon cinereoargenteus,14:43:36,0.613611111,14,43,0.716666667,14.71666667,Lluvia
Las Dalias,Puma concolor,14:43:40,0.613657407,14,43,0.716666667,14.71666667,Lluvia
Puerto de las Palomas 2,Dicotyles tajacu,14:44:58,0.614560185,14,44,0.733333333,14.73333333,Lluvia
El Salto,Sylvilagus floridanus,14:45:04,0.61462963,14,45,0.75,14.75,Seca
Agua Linda,Leopardus wiedii,14:45:31,0.61494213,14,45,0.75,14.75,Seca
El Infiernillo,Ursus americanus,14:46:03,0.6153125,14,46,0.766666667,14.76666667,Seca
Puerto de las Palomas,Ursus americanus,14:46:16,0.615462963,14,46,0.766666667,14.76666667,Lluvia
El agua de Simon,Leopardus pardalis,14:46:34,0.615671296,14,46,0.766666667,14.76666667,Lluvia
El Salto,Mazama temama,14:46:50,0.615856481,14,46,0.766666667,14.76666667,Seca
Agua Linda,Ursus americanus,14:47:55,0.616608796,14,47,0.783333333,14.78333333,Seca
Puerto de las Palomas,Eira barbara,14:51:27,0.6190625,14,51,0.85,14.85,Seca
Cerro del Pilón,Didelphis virginiana,14:52:32,0.619814815,14,52,0.866666667,14.86666667,Lluvia
El Aguita 2,Mazama temama,14:52:44,0.619953704,14,52,0.866666667,14.86666667,Seca
El agua de Simon,Didelphis virginiana,14:52:48,0.62,14,52,0.866666667,14.86666667,Lluvia
El Aguita 2,Mazama temama,14:52:52,0.620046296,14,52,0.866666667,14.86666667,Seca
Puerto de las Palomas,Ursus americanus,14:53:29,0.620474537,14,53,0.883333333,14.88333333,Lluvia
Puerto de las Palomas,Leopardus wiedii,14:54:09,0.6209375,14,54,0.9,14.9,Lluvia
El Salto,Didelphis virginiana,14:56:38,0.622662037,14,56,0.933333333,14.93333333,Seca
Puerto de las Palomas,Puma concolor,14:56:50,0.622800926,14,56,0.933333333,14.93333333,Lluvia
Joya Oscura,Puma concolor,14:57:08,0.623009259,14,57,0.95,14.95,Lluvia
Joya Oscura,Puma concolor,14:57:31,0.623275463,14,57,0.95,14.95,Seca
El Salto,Mazama temama,14:57:48,0.623472222,14,57,0.95,14.95,Lluvia
El Salto,Sylvilagus floridanus,14:58:34,0.62400463,14,58,0.966666667,14.96666667,Seca
El Tigre,Panthera onca,14:59:38,0.62474537,14,59,0.983333333,14.98333333,Seca
Las Dalias,Puma concolor,14:59:56,0.624953704,14,59,0.983333333,14.98333333,Seca
El Salto,Mazama temama,15:00:06,0.625069444,15,0,0,15,Seca
Cerro del Pilón,Didelphis virginiana,15:01:02,0.625717593,15,1,0.016666667,15.01666667,Lluvia
El Tigre,Panthera onca,15:05:54,0.629097222,15,5,0.083333333,15.08333333,Seca
Casa de Piedra,Mazama temama,15:08:24,0.630833333,15,8,0.133333333,15.13333333,Lluvia
Agua Linda,Ursus americanus,15:12:57,0.633993056,15,12,0.2,15.2,Lluvia
Agua Linda,Mazama temama,15:13:05,0.634085648,15,13,0.216666667,15.21666667,Seca
Joya Oscura,Nasua narica,15:16:16,0.636296296,15,16,0.266666667,15.26666667,Seca
Puerto de las Palomas,Eira barbara,15:16:23,0.636377315,15,16,0.266666667,15.26666667,Seca
Cerro del Pilón,Didelphis virginiana,15:17:02,0.636828704,15,17,0.283333333,15.28333333,Seca
Valle Verde del Charco ,Mazama temama,15:17:57,0.637465278,15,17,0.283333333,15.28333333,Lluvia
Las Dalias,Mazama temama,15:21:13,0.639733796,15,21,0.35,15.35,Lluvia
Puerto de las Palomas,Eira barbara,15:21:20,0.639814815,15,21,0.35,15.35,Seca
Cerro del Pilón,Didelphis virginiana,15:21:52,0.640185185,15,21,0.35,15.35,Lluvia
Puerto de las Palomas,Ursus americanus,15:22:55,0.640914352,15,22,0.366666667,15.36666667,Lluvia
Las Dalias,Mazama temama,15:23:09,0.641076389,15,23,0.383333333,15.38333333,Lluvia
El agua de Simon,Eira barbara,15:24:43,0.642164352,15,24,0.4,15.4,Lluvia
Casa de Piedra,Ursus americanus,15:24:46,0.642199074,15,24,0.4,15.4,Lluvia
El Infiernillo,Ursus americanus,15:24:59,0.642349537,15,24,0.4,15.4,Seca
Esteban,Panthera onca,15:25:02,0.642384259,15,25,0.416666667,15.41666667,Seca
El Infiernillo,Urocyon cinereoargenteus,15:25:36,0.642777778,15,25,0.416666667,15.41666667,Lluvia
El agua de Simon,Didelphis virginiana,15:29:34,0.645532407,15,29,0.483333333,15.48333333,Lluvia
El Aguita,Nasua narica,15:29:48,0.645694444,15,29,0.483333333,15.48333333,Lluvia
La Corneta,Puma concolor,15:31:30,0.646875,15,31,0.516666667,15.51666667,Lluvia
Las Dalias,Ursus americanus,15:33:10,0.648032407,15,33,0.55,15.55,Lluvia
Puerto de las Palomas,Eira barbara,15:34:13,0.648761574,15,34,0.566666667,15.56666667,Lluvia
Cerro del Pilón,Puma concolor,15:34:15,0.648784722,15,34,0.566666667,15.56666667,Seca
Las Fabricas,Puma concolor,15:34:35,0.649016204,15,34,0.566666667,15.56666667,Lluvia
Casa de Piedra,Ursus americanus,15:35:22,0.649560185,15,35,0.583333333,15.58333333,Seca
El Tigre,Dicotyles tajacu,15:36:29,0.650335648,15,36,0.6,15.6,Seca
El Tigre,Leopardus wiedii,15:36:54,0.650625,15,36,0.6,15.6,Lluvia
Cerro del Pilón,Sylvilagus floridanus,15:36:57,0.650659722,15,36,0.6,15.6,Lluvia
Puerto de las Palomas,Eira barbara,15:37:16,0.65087963,15,37,0.616666667,15.61666667,Seca
El Tigre,Nasua narica,15:37:54,0.651319444,15,37,0.616666667,15.61666667,Lluvia
Joya Oscura,Puma concolor,15:43:32,0.655231481,15,43,0.716666667,15.71666667,Seca
Cerro del Pilón,Leopardus wiedii,15:44:18,0.655763889,15,44,0.733333333,15.73333333,Lluvia
El Salto,Mazama temama,15:44:28,0.65587963,15,44,0.733333333,15.73333333,Seca
Las Dalias,Panthera onca,15:44:39,0.656006944,15,44,0.733333333,15.73333333,Lluvia
Joya Oscura,Puma concolor,15:50:48,0.660277778,15,50,0.833333333,15.83333333,Lluvia
El Tigre,Dicotyles tajacu,15:53:52,0.662407407,15,53,0.883333333,15.88333333,Seca
Puerto de las Palomas,Leopardus wiedii,15:55:15,0.663368056,15,55,0.916666667,15.91666667,Seca
La Perra,Urocyon cinereoargenteus,15:55:18,0.663402778,15,55,0.916666667,15.91666667,Seca
Cerro del Pilón,Leopardus wiedii,15:56:15,0.6640625,15,56,0.933333333,15.93333333,Seca
El Tigre,Nasua narica,15:56:29,0.664224537,15,56,0.933333333,15.93333333,Seca
La Corneta,Ursus americanus,15:56:59,0.664571759,15,56,0.933333333,15.93333333,Seca
Las Dalias,Ursus americanus,15:57:23,0.664849537,15,57,0.95,15.95,Seca
El Salto,Sylvilagus floridanus,15:58:13,0.665428241,15,58,0.966666667,15.96666667,Seca
El Salto,Mazama temama,15:58:42,0.665763889,15,58,0.966666667,15.96666667,Lluvia
Joya Oscura,Nasua narica,15:58:54,0.665902778,15,58,0.966666667,15.96666667,Lluvia
Puerto de las Palomas,Eira barbara,16:00:06,0.666736111,16,0,0,16,Lluvia
El Salto,Leopardus wiedii,16:01:39,0.6678125,16,1,0.016666667,16.01666667,Seca
Valle Verde del Charco ,Ursus americanus,16:03:17,0.668946759,16,3,0.05,16.05,Lluvia
El Salto,Didelphis virginiana,16:03:47,0.669293981,16,3,0.05,16.05,Seca
El Salto,Mazama temama,16:03:50,0.669328704,16,3,0.05,16.05,Lluvia
Agua Linda,Ursus americanus,16:05:01,0.670150463,16,5,0.083333333,16.08333333,Lluvia
El agua de Simon,Mazama temama,16:05:21,0.670381944,16,5,0.083333333,16.08333333,Seca
El agua de Simon,Mazama temama,16:09:21,0.673159722,16,9,0.15,16.15,Lluvia
Agua Linda,Puma concolor,16:10:08,0.673703704,16,10,0.166666667,16.16666667,Seca
Cerro del Pilón,Puma concolor,16:10:36,0.674027778,16,10,0.166666667,16.16666667,Lluvia
El Infiernillo,Nasua narica,16:11:12,0.674444444,16,11,0.183333333,16.18333333,Lluvia
El agua de Simon,Mazama temama,16:11:45,0.674826389,16,11,0.183333333,16.18333333,Lluvia
El Tigre,Odocoileus virginianus,16:12:45,0.675520833,16,12,0.2,16.2,Lluvia
Joya Oscura,Nasua narica,16:15:43,0.677581019,16,15,0.25,16.25,Lluvia
Agua Linda,Ursus americanus,16:16:22,0.678032407,16,16,0.266666667,16.26666667,Seca
Agua Linda,Mazama temama,16:17:16,0.678657407,16,17,0.283333333,16.28333333,Seca
El agua de Simon,Puma concolor,16:19:57,0.680520833,16,19,0.316666667,16.31666667,Lluvia
El Salto,Sylvilagus floridanus,16:21:18,0.681458333,16,21,0.35,16.35,Seca
Agua Linda,Ursus americanus,16:25:22,0.684282407,16,25,0.416666667,16.41666667,Lluvia
Esteban,Ursus americanus,16:25:51,0.684618056,16,25,0.416666667,16.41666667,Lluvia
Puerto de las Palomas,Eira barbara,16:29:38,0.68724537,16,29,0.483333333,16.48333333,Seca
Puerto de las Palomas,Eira barbara,16:32:29,0.689224537,16,32,0.533333333,16.53333333,Lluvia
Agua Linda,Leopardus wiedii,16:34:00,0.690277778,16,34,0.566666667,16.56666667,Lluvia
Puerto de las Palomas,Ursus americanus,16:34:51,0.690868056,16,34,0.566666667,16.56666667,Seca
Joya Oscura 2,Nasua narica,16:35:21,0.691215278,16,35,0.583333333,16.58333333,Lluvia
Agua Linda,Mazama temama,16:35:54,0.691597222,16,35,0.583333333,16.58333333,Lluvia
La Corneta,Ursus americanus,16:37:42,0.692847222,16,37,0.616666667,16.61666667,Seca
El Tigre,Odocoileus virginianus,16:38:00,0.693055556,16,38,0.633333333,16.63333333,Lluvia
El Tigre,Odocoileus virginianus,16:38:07,0.693136574,16,38,0.633333333,16.63333333,Lluvia
Puerto de las Palomas,Eira barbara,16:39:38,0.694189815,16,39,0.65,16.65,Lluvia
El agua de Simon,Leopardus wiedii,16:39:41,0.694224537,16,39,0.65,16.65,Lluvia
El Salto,Sylvilagus floridanus,16:42:08,0.695925926,16,42,0.7,16.7,Seca
Agua Linda,Puma concolor,16:45:20,0.698148148,16,45,0.75,16.75,Lluvia
El Salto,Didelphis virginiana,16:45:33,0.698298611,16,45,0.75,16.75,Seca
Puerto de las Palomas,Mazama temama,16:45:55,0.698553241,16,45,0.75,16.75,Seca
El Aguita 2,Ursus americanus,16:50:25,0.701678241,16,50,0.833333333,16.83333333,Seca
El agua de Simon,Leopardus wiedii,16:50:34,0.701782407,16,50,0.833333333,16.83333333,Seca
El Salto,Leopardus wiedii,16:52:30,0.703125,16,52,0.866666667,16.86666667,Seca
El Salto,Didelphis virginiana,16:52:47,0.703321759,16,52,0.866666667,16.86666667,Seca
La Corneta,Dicotyles tajacu,16:54:52,0.704768519,16,54,0.9,16.9,Seca
El agua de Simon,Didelphis virginiana,16:54:54,0.704791667,16,54,0.9,16.9,Seca
Joya Oscura 2,Nasua narica,16:58:15,0.707118056,16,58,0.966666667,16.96666667,Lluvia
Esteban,Nasua narica,16:58:15,0.707118056,16,58,0.966666667,16.96666667,Seca
Puerto de las Palomas,Eira barbara,16:58:45,0.707465278,16,58,0.966666667,16.96666667,Seca
Las Dalias,Ursus americanus,17:05:05,0.711863426,17,5,0.083333333,17.08333333,Lluvia
Joya Oscura,Mazama temama,17:05:05,0.711863426,17,5,0.083333333,17.08333333,Lluvia
El Tigre,Odocoileus virginianus,17:05:34,0.712199074,17,5,0.083333333,17.08333333,Lluvia
Joya Oscura,Mazama temama,17:07:49,0.713761574,17,7,0.116666667,17.11666667,Seca
