Localidad,Especie,Tiempo,Time_2,Horas,Minutos,Minutos_Decimales,Horas_Decimales,Station
Puerto de las Palomas 2,Sylvilagus floridanus,00:00:07,8.10185E-05,0,0,0,0,Seca
El Aguita 2,Didelphis virginiana,00:00:15,0.000173611,0,0,0,0,Seca
El Aguita,Leopardus wiedii,00:00:20,0.000231481,0,0,0,0,Seca
Joya Oscura,Nasua narica,00:00:35,0.000405093,0,0,0,0,Lluvia
Joya Oscura 2,Ursus americanus,00:00:54,0.000625,0,0,0,0,Seca
Joya Oscura,Leopardus wiedii,00:00:56,0.000648148,0,0,0,0,Lluvia
Puerto de las Palomas 2,Sylvilagus floridanus,00:01:02,0.000717593,0,1,0.016666667,0.016666667,Seca
Casa de Piedra,Didelphis virginiana,00:01:55,0.001331019,0,1,0.016666667,0.016666667,Lluvia
Valle Verde del Charco ,Didelphis virginiana,00:02:12,0.001527778,0,2,0.033333333,0.033333333,Seca
Joya Oscura,Didelphis virginiana,00:02:26,0.001689815,0,2,0.033333333,0.033333333,Seca
Joya Oscura,Leopardus wiedii,00:02:40,0.001851852,0,2,0.033333333,0.033333333,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,00:02:48,0.001944444,0,2,0.033333333,0.033333333,Lluvia
Puerto de las Palomas,Didelphis virginiana,00:03:03,0.002118056,0,3,0.05,0.05,Lluvia
Puerto de las Palomas 2,Sylvilagus floridanus,00:03:13,0.002233796,0,3,0.05,0.05,Seca
El Aguita,Mazama temama,00:03:40,0.002546296,0,3,0.05,0.05,Lluvia
Agua Linda,Leopardus wiedii,00:04:35,0.00318287,0,4,0.066666667,0.066666667,Lluvia
La Tableta 2,Puma concolor,00:05:02,0.00349537,0,5,0.083333333,0.083333333,Seca
Puerto de las Palomas 2,Sylvilagus floridanus,00:05:08,0.003564815,0,5,0.083333333,0.083333333,Lluvia
Joya Oscura,Leopardus wiedii,00:05:26,0.003773148,0,5,0.083333333,0.083333333,Seca
El Salto,Dasypus novemcinctus,00:05:51,0.0040625,0,5,0.083333333,0.083333333,Lluvia
La Corneta,Mazama temama,00:06:32,0.004537037,0,6,0.1,0.1,Seca
Joya Oscura,Leopardus wiedii,00:07:27,0.005173611,0,7,0.116666667,0.116666667,Lluvia
Agua Linda,Sylvilagus floridanus,00:07:28,0.005185185,0,7,0.116666667,0.116666667,Seca
Puerto de las Palomas,Sylvilagus floridanus,00:07:46,0.005393519,0,7,0.116666667,0.116666667,Seca
Agua Linda,Leopardus wiedii,00:08:14,0.005717593,0,8,0.133333333,0.133333333,Lluvia
El Aguita 2,Cuniculus paca,00:08:28,0.00587963,0,8,0.133333333,0.133333333,Seca
Puerto de las Palomas 2,Sylvilagus floridanus,00:08:29,0.005891204,0,8,0.133333333,0.133333333,Seca
El Tigre,Leopardus pardalis,00:08:47,0.006099537,0,8,0.133333333,0.133333333,Lluvia
Agua Linda,Mazama temama,00:08:47,0.006099537,0,8,0.133333333,0.133333333,Seca
Puerto de las Palomas,Didelphis virginiana,00:09:17,0.006446759,0,9,0.15,0.15,Seca
Esteban,Dasypus novemcinctus,00:09:25,0.006539352,0,9,0.15,0.15,Lluvia
El Aguita 2,Didelphis virginiana,00:09:53,0.006863426,0,9,0.15,0.15,Seca
El Elefante,Sylvilagus floridanus,00:10:01,0.006956019,0,10,0.166666667,0.166666667,Lluvia
El Aguita,Leopardus wiedii,00:10:01,0.006956019,0,10,0.166666667,0.166666667,Lluvia
La Tableta 2,Didelphis virginiana,00:10:06,0.007013889,0,10,0.166666667,0.166666667,Lluvia
Joya Oscura,Mazama temama,00:10:21,0.0071875,0,10,0.166666667,0.166666667,Lluvia
Puerto de las Palomas,Eira barbara,00:10:25,0.007233796,0,10,0.166666667,0.166666667,Seca
Cerro del Pilón,Ursus americanus,00:10:33,0.007326389,0,10,0.166666667,0.166666667,Lluvia
El Aguita,Leopardus wiedii,00:11:21,0.007881944,0,11,0.183333333,0.183333333,Seca
Casa de Piedra,Didelphis virginiana,00:11:26,0.007939815,0,11,0.183333333,0.183333333,Lluvia
La Corneta,Puma concolor,00:12:22,0.008587963,0,12,0.2,0.2,Lluvia
Joya Oscura 2,Leopardus pardalis,00:12:29,0.008668981,0,12,0.2,0.2,Lluvia
Puerto de las Palomas,Leopardus wiedii,00:12:37,0.008761574,0,12,0.2,0.2,Lluvia
Las Dalias,Sylvilagus floridanus,00:12:47,0.008877315,0,12,0.2,0.2,Lluvia
El Tigre,Mazama temama,00:13:20,0.009259259,0,13,0.216666667,0.216666667,Seca
El Tigre,Odocoileus virginianus,00:14:05,0.009780093,0,14,0.233333333,0.233333333,Lluvia
El Tigre,Puma concolor,00:14:08,0.009814815,0,14,0.233333333,0.233333333,Lluvia
La Corneta,Didelphis virginiana,00:14:32,0.010092593,0,14,0.233333333,0.233333333,Lluvia
La Tableta,Dasypus novemcinctus,00:15:37,0.010844907,0,15,0.25,0.25,Lluvia
Agua Linda,Sylvilagus floridanus,00:15:57,0.011076389,0,15,0.25,0.25,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,00:16:42,0.011597222,0,16,0.266666667,0.266666667,Lluvia
Agua Linda,Sylvilagus floridanus,00:17:00,0.011805556,0,17,0.283333333,0.283333333,Seca
Puerto de las Palomas,Sylvilagus floridanus,00:17:18,0.012013889,0,17,0.283333333,0.283333333,Seca
Casa de Piedra,Didelphis virginiana,00:17:28,0.01212963,0,17,0.283333333,0.283333333,Seca
Agua Linda,Conepatus leuconotus,00:17:56,0.012453704,0,17,0.283333333,0.283333333,Lluvia
Las Fabricas,Conepatus leuconotus,00:17:57,0.012465278,0,17,0.283333333,0.283333333,Lluvia
La Tableta,Didelphis virginiana,00:18:12,0.012638889,0,18,0.3,0.3,Lluvia
La Tableta 2,Didelphis virginiana,00:18:12,0.012638889,0,18,0.3,0.3,Lluvia
Valle Verde del Charco ,Conepatus leuconotus,00:18:35,0.012905093,0,18,0.3,0.3,Seca
La Corneta,Didelphis virginiana,00:18:42,0.012986111,0,18,0.3,0.3,Seca
Agua Linda,Sylvilagus floridanus,00:19:22,0.013449074,0,19,0.316666667,0.316666667,Seca
Puerto de las Palomas,Urocyon cinereoargenteus,00:19:41,0.013668981,0,19,0.316666667,0.316666667,Lluvia
Casa de Piedra,Didelphis virginiana,00:19:42,0.013680556,0,19,0.316666667,0.316666667,Lluvia
Viveros,Didelphis virginiana,00:19:44,0.013703704,0,19,0.316666667,0.316666667,Lluvia
Las Dalias,Didelphis virginiana,00:21:05,0.014641204,0,21,0.35,0.35,Lluvia
El Salto,Didelphis virginiana,00:21:28,0.014907407,0,21,0.35,0.35,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,00:21:31,0.01494213,0,21,0.35,0.35,Lluvia
El Elefante,Sylvilagus floridanus,00:22:27,0.015590278,0,22,0.366666667,0.366666667,Lluvia
El Aguita 2,Mazama temama,00:23:21,0.016215278,0,23,0.383333333,0.383333333,Seca
Casa de Piedra,Didelphis virginiana,00:23:35,0.016377315,0,23,0.383333333,0.383333333,Lluvia
Las Dalias,Dasypus novemcinctus,00:23:55,0.016608796,0,23,0.383333333,0.383333333,Seca
Las Dalias,Sylvilagus floridanus,00:24:15,0.016840278,0,24,0.4,0.4,Seca
Puerto de las Palomas 2,Sylvilagus floridanus,00:24:21,0.016909722,0,24,0.4,0.4,Seca
Joya Oscura,Leopardus wiedii,00:24:51,0.017256944,0,24,0.4,0.4,Lluvia
Casa de Piedra,Didelphis virginiana,00:24:58,0.017337963,0,24,0.4,0.4,Lluvia
La Tableta 2,Panthera onca,00:25:27,0.017673611,0,25,0.416666667,0.416666667,Lluvia
Casa de Piedra,Didelphis virginiana,00:25:30,0.017708333,0,25,0.416666667,0.416666667,Lluvia
Valle Verde del Charco ,Puma concolor,00:26:17,0.018252315,0,26,0.433333333,0.433333333,Lluvia
Valle Verde del Charco ,Didelphis virginiana,00:26:20,0.018287037,0,26,0.433333333,0.433333333,Seca
El Elefante,Mazama temama,00:26:41,0.018530093,0,26,0.433333333,0.433333333,Seca
El Aguita 2,Conepatus leuconotus,00:27:01,0.018761574,0,27,0.45,0.45,Seca
El Aguita,Mazama temama,00:27:08,0.018842593,0,27,0.45,0.45,Seca
Joya Oscura 2,Leopardus pardalis,00:28:02,0.019467593,0,28,0.466666667,0.466666667,Lluvia
Joya Oscura 2,Panthera onca,00:28:34,0.019837963,0,28,0.466666667,0.466666667,Lluvia
Agua Linda,Sylvilagus floridanus,00:29:20,0.02037037,0,29,0.483333333,0.483333333,Lluvia
La Perra,Urocyon cinereoargenteus,00:29:32,0.020509259,0,29,0.483333333,0.483333333,Seca
Casa de Piedra,Didelphis virginiana,00:29:45,0.020659722,0,29,0.483333333,0.483333333,Lluvia
Casa de Piedra,Didelphis virginiana,00:29:55,0.020775463,0,29,0.483333333,0.483333333,Seca
Puerto de las Palomas,Conepatus leuconotus,00:29:55,0.020775463,0,29,0.483333333,0.483333333,Seca
Joya Oscura,Didelphis virginiana,00:31:41,0.022002315,0,31,0.516666667,0.516666667,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,00:32:30,0.022569444,0,32,0.533333333,0.533333333,Lluvia
El Aguita,Urocyon cinereoargenteus,00:32:50,0.022800926,0,32,0.533333333,0.533333333,Seca
Las Dalias,Didelphis virginiana,00:33:22,0.023171296,0,33,0.55,0.55,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,00:33:31,0.023275463,0,33,0.55,0.55,Seca
Las Fabricas,Conepatus leuconotus,00:33:33,0.023298611,0,33,0.55,0.55,Seca
Agua Linda,Sylvilagus floridanus,00:33:46,0.023449074,0,33,0.55,0.55,Lluvia
Joya Oscura,Didelphis virginiana,00:33:55,0.023553241,0,33,0.55,0.55,Seca
Joya Oscura 2,Didelphis virginiana,00:34:38,0.024050926,0,34,0.566666667,0.566666667,Lluvia
El Elefante,Urocyon cinereoargenteus,00:34:38,0.024050926,0,34,0.566666667,0.566666667,Lluvia
Esteban,Nasua narica,00:34:48,0.024166667,0,34,0.566666667,0.566666667,Seca
Esteban,Nasua narica,00:34:48,0.024166667,0,34,0.566666667,0.566666667,Seca
El Salto,Leopardus wiedii,00:35:11,0.02443287,0,35,0.583333333,0.583333333,Seca
Valle Verde del Charco ,Urocyon cinereoargenteus,00:35:23,0.024571759,0,35,0.583333333,0.583333333,Seca
Joya Oscura,Didelphis virginiana,00:35:28,0.02462963,0,35,0.583333333,0.583333333,Seca
La Perra,Urocyon cinereoargenteus,00:35:44,0.024814815,0,35,0.583333333,0.583333333,Seca
La Corneta,Didelphis virginiana,00:36:03,0.025034722,0,36,0.6,0.6,Seca
El agua de Simon,Nasua narica,00:36:09,0.025104167,0,36,0.6,0.6,Seca
El agua de Simon,Nasua narica,00:36:09,0.025104167,0,36,0.6,0.6,Seca
Joya Oscura,Didelphis virginiana,00:36:45,0.025520833,0,36,0.6,0.6,Seca
La Corneta,Mazama temama,00:36:53,0.025613426,0,36,0.6,0.6,Seca
Joya Oscura,Leopardus wiedii,00:37:54,0.026319444,0,37,0.616666667,0.616666667,Seca
El Tigre,Mazama temama,00:38:20,0.02662037,0,38,0.633333333,0.633333333,Seca
La Tableta 2,Sylvilagus floridanus,00:38:45,0.026909722,0,38,0.633333333,0.633333333,Seca
El Tigre,Leopardus pardalis,00:39:10,0.027199074,0,39,0.65,0.65,Seca
Las Fabricas,Leopardus pardalis,00:40:25,0.02806713,0,40,0.666666667,0.666666667,Lluvia
Joya Oscura,Conepatus leuconotus,00:40:34,0.028171296,0,40,0.666666667,0.666666667,Lluvia
Joya Oscura ,Spilogale gracilis,00:40:41,0.028252315,0,40,0.666666667,0.666666667,Seca
Joya Oscura,Conepatus leuconotus,00:40:41,0.028252315,0,40,0.666666667,0.666666667,Seca
Puerto de las Palomas,Urocyon cinereoargenteus,00:40:49,0.028344907,0,40,0.666666667,0.666666667,Lluvia
Cañon del Diablo ,Dasypus novemcinctus,00:41:06,0.028541667,0,41,0.683333333,0.683333333,Lluvia
Joya Oscura,Leopardus wiedii,00:41:08,0.028564815,0,41,0.683333333,0.683333333,Seca
El Aguita 2,Leopardus wiedii,00:41:29,0.02880787,0,41,0.683333333,0.683333333,Lluvia
Puerto de las Palomas,Didelphis virginiana,00:41:47,0.029016204,0,41,0.683333333,0.683333333,Seca
El Aguita 2,Mazama temama,00:42:09,0.029270833,0,42,0.7,0.7,Seca
Casa de Piedra,Dasypus novemcinctus,00:42:20,0.029398148,0,42,0.7,0.7,Lluvia
La Tableta,Dasypus novemcinctus,00:42:22,0.029421296,0,42,0.7,0.7,Lluvia
Puerto de las Palomas,Mazama temama,00:43:49,0.030428241,0,43,0.716666667,0.716666667,Lluvia
La Perra,Urocyon cinereoargenteus,00:43:57,0.030520833,0,43,0.716666667,0.716666667,Lluvia
Puerto de las Palomas,Cuniculus paca,00:44:03,0.030590278,0,44,0.733333333,0.733333333,Lluvia
Joya Oscura,Ursus americanus,00:44:38,0.03099537,0,44,0.733333333,0.733333333,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,00:45:20,0.031481481,0,45,0.75,0.75,Seca
Joya Oscura 2,Mazama temama,00:45:51,0.031840278,0,45,0.75,0.75,Seca
Puerto de las Palomas 2,Didelphis virginiana,00:45:56,0.031898148,0,45,0.75,0.75,Lluvia
El Salto,Didelphis virginiana,00:45:59,0.03193287,0,45,0.75,0.75,Seca
Cueva de Don Amador,Ursus americanus,00:46:33,0.032326389,0,46,0.766666667,0.766666667,Lluvia
El Aguita,Mazama temama,00:46:51,0.032534722,0,46,0.766666667,0.766666667,Lluvia
El Salto,Dasypus novemcinctus,00:47:02,0.032662037,0,47,0.783333333,0.783333333,Lluvia
El Salto,Leopardus pardalis,00:47:09,0.032743056,0,47,0.783333333,0.783333333,Lluvia
Casa de Piedra,Didelphis virginiana,00:47:18,0.032847222,0,47,0.783333333,0.783333333,Seca
Casa de Piedra,Didelphis virginiana,00:47:42,0.033125,0,47,0.783333333,0.783333333,Lluvia
Agua Linda,Leopardus wiedii,00:47:48,0.033194444,0,47,0.783333333,0.783333333,Lluvia
La Corneta,Didelphis virginiana,00:47:49,0.033206019,0,47,0.783333333,0.783333333,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,00:47:53,0.033252315,0,47,0.783333333,0.783333333,Seca
Joya Oscura 2,Urocyon cinereoargenteus,00:48:02,0.033356481,0,48,0.8,0.8,Lluvia
La Corneta,Leopardus wiedii,00:48:08,0.033425926,0,48,0.8,0.8,Seca
La Corneta,Sylvilagus floridanus,00:50:32,0.035092593,0,50,0.833333333,0.833333333,Seca
Casa de Piedra,Didelphis virginiana,00:51:11,0.035543981,0,51,0.85,0.85,Seca
El Aguita 2,Cuniculus paca,00:51:13,0.03556713,0,51,0.85,0.85,Seca
Joya Oscura,Leopardus wiedii,00:51:41,0.035891204,0,51,0.85,0.85,Lluvia
Joya Oscura 2,Didelphis virginiana,00:52:01,0.036122685,0,52,0.866666667,0.866666667,Seca
La Corneta,Didelphis virginiana,00:52:09,0.036215278,0,52,0.866666667,0.866666667,Seca
Las Dalias,Ursus americanus,00:52:17,0.03630787,0,52,0.866666667,0.866666667,Lluvia
La Tableta 2,Dasypus novemcinctus,00:52:37,0.036539352,0,52,0.866666667,0.866666667,Lluvia
El Salto,Conepatus leuconotus,00:52:42,0.036597222,0,52,0.866666667,0.866666667,Lluvia
El Salto,Ursus americanus,00:53:19,0.037025463,0,53,0.883333333,0.883333333,Seca
Las Dalias,Sylvilagus floridanus,00:54:58,0.038171296,0,54,0.9,0.9,Seca
El Aguita 2,Panthera onca,00:56:07,0.038969907,0,56,0.933333333,0.933333333,Lluvia
La Tableta 2,Sylvilagus floridanus,00:56:55,0.039525463,0,56,0.933333333,0.933333333,Seca
Puerto de las Palomas,Sylvilagus floridanus,00:56:57,0.039548611,0,56,0.933333333,0.933333333,Lluvia
Valle Verde del Charco ,Didelphis virginiana,00:57:14,0.03974537,0,57,0.95,0.95,Seca
Valle Verde del Charco ,Didelphis virginiana,00:57:31,0.03994213,0,57,0.95,0.95,Seca
Joya Oscura 2,Leopardus wiedii,00:57:43,0.040081019,0,57,0.95,0.95,Lluvia
Valle Verde del Charco ,Leopardus wiedii,00:58:02,0.040300926,0,58,0.966666667,0.966666667,Lluvia
El Aguita 2,Didelphis virginiana,00:59:12,0.041111111,0,59,0.983333333,0.983333333,Seca
Agua Linda,Sylvilagus floridanus,00:59:23,0.041238426,0,59,0.983333333,0.983333333,Lluvia
Agua Linda,Sylvilagus floridanus,01:00:42,0.042152778,1,0,0,1,Lluvia
Agua Linda,Leopardus wiedii,01:00:51,0.042256944,1,0,0,1,Seca
Puerto de las Palomas,Sylvilagus floridanus,01:01:19,0.042581019,1,1,0.016666667,1.016666667,Lluvia
Cerro del Pilón,Ursus americanus,01:01:50,0.042939815,1,1,0.016666667,1.016666667,Seca
La Perra,Urocyon cinereoargenteus,01:01:53,0.042974537,1,1,0.016666667,1.016666667,Seca
El agua de Simon,Didelphis virginiana,01:01:56,0.043009259,1,1,0.016666667,1.016666667,Lluvia
Cerro del Pilón,Ursus americanus,01:02:15,0.043229167,1,2,0.033333333,1.033333333,Lluvia
Puerto de las Palomas 2,Didelphis virginiana,01:02:36,0.043472222,1,2,0.033333333,1.033333333,Lluvia
Valle Verde del Charco ,Dasypus novemcinctus,01:02:42,0.043541667,1,2,0.033333333,1.033333333,Lluvia
El Salto,Puma concolor,01:02:50,0.043634259,1,2,0.033333333,1.033333333,Seca
El Tigre,Leopardus pardalis,01:03:14,0.043912037,1,3,0.05,1.05,Lluvia
La Corneta,Leopardus wiedii,01:03:18,0.043958333,1,3,0.05,1.05,Seca
Valle Verde del Charco ,Didelphis virginiana,01:03:41,0.044224537,1,3,0.05,1.05,Seca
Joya Oscura,Leopardus pardalis,01:03:46,0.044282407,1,3,0.05,1.05,Lluvia
El Tigre,Nasua narica,01:03:50,0.044328704,1,3,0.05,1.05,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,01:04:00,0.044444444,1,4,0.066666667,1.066666667,Lluvia
El agua de Simon,Didelphis virginiana,01:04:14,0.044606481,1,4,0.066666667,1.066666667,Lluvia
Joya Oscura 2,Urocyon cinereoargenteus,01:04:28,0.044768519,1,4,0.066666667,1.066666667,Lluvia
La Corneta,Didelphis virginiana,01:05:10,0.04525463,1,5,0.083333333,1.083333333,Lluvia
Agua Linda,Ursus americanus,01:05:28,0.045462963,1,5,0.083333333,1.083333333,Seca
Cueva de Don Amador,Dasypus novemcinctus,01:05:33,0.045520833,1,5,0.083333333,1.083333333,Lluvia
Casa de Piedra,Mazama temama,01:05:40,0.045601852,1,5,0.083333333,1.083333333,Seca
Las Dalias,Mazama temama,01:06:21,0.046076389,1,6,0.1,1.1,Seca
Joya Oscura,Mazama temama,01:07:01,0.046539352,1,7,0.116666667,1.116666667,Lluvia
Joya Oscura,Mazama temama,01:07:43,0.047025463,1,7,0.116666667,1.116666667,Seca
Agua Linda,Sylvilagus floridanus,01:08:05,0.047280093,1,8,0.133333333,1.133333333,Seca
Agua Linda,Puma concolor,01:08:21,0.047465278,1,8,0.133333333,1.133333333,Lluvia
Joya Oscura,Leopardus wiedii,01:08:38,0.047662037,1,8,0.133333333,1.133333333,Lluvia
La Corneta,Leopardus wiedii,01:09:19,0.048136574,1,9,0.15,1.15,Lluvia
Agua Linda,Sylvilagus floridanus,01:09:21,0.048159722,1,9,0.15,1.15,Lluvia
El Aguita,Panthera onca,01:09:37,0.048344907,1,9,0.15,1.15,Lluvia
Puerto de las Palomas 2,Sylvilagus floridanus,01:09:49,0.048483796,1,9,0.15,1.15,Lluvia
Puerto de las Palomas,Leopardus wiedii,01:10:09,0.048715278,1,10,0.166666667,1.166666667,Seca
Casa de Piedra,Dasypus novemcinctus,01:10:12,0.04875,1,10,0.166666667,1.166666667,Lluvia
El Tigre,Leopardus wiedii,01:10:45,0.049131944,1,10,0.166666667,1.166666667,Seca
El Aguita 2,Didelphis virginiana,01:11:11,0.04943287,1,11,0.183333333,1.183333333,Lluvia
Valle Verde del Charco ,Didelphis virginiana,01:11:22,0.049560185,1,11,0.183333333,1.183333333,Seca
Las Dalias,Didelphis virginiana,01:11:58,0.049976852,1,11,0.183333333,1.183333333,Lluvia
Agua Linda,Sylvilagus floridanus,01:12:02,0.050023148,1,12,0.2,1.2,Lluvia
Joya Oscura 2,Leopardus wiedii,01:12:11,0.050127315,1,12,0.2,1.2,Seca
Puerto de las Palomas,Sylvilagus floridanus,01:13:05,0.050752315,1,13,0.216666667,1.216666667,Lluvia
Las Dalias,Sylvilagus floridanus,01:13:06,0.050763889,1,13,0.216666667,1.216666667,Seca
Puerto de las Palomas,Sylvilagus floridanus,01:13:16,0.05087963,1,13,0.216666667,1.216666667,Lluvia
Joya Oscura,Leopardus wiedii,01:14:29,0.051724537,1,14,0.233333333,1.233333333,Seca
La Perra,Urocyon cinereoargenteus,01:14:54,0.052013889,1,14,0.233333333,1.233333333,Lluvia
La Perra,Ursus americanus,01:15:29,0.052418981,1,15,0.25,1.25,Lluvia
Agua Linda,Mazama temama,01:16:01,0.052789352,1,16,0.266666667,1.266666667,Seca
Casa de Piedra,Didelphis virginiana,01:16:20,0.053009259,1,16,0.266666667,1.266666667,Lluvia
Casa de Piedra,Leopardus wiedii,01:16:52,0.05337963,1,16,0.266666667,1.266666667,Seca
El Salto,Puma concolor,01:17:19,0.05369213,1,17,0.283333333,1.283333333,Lluvia
Valle Verde del Charco ,Didelphis virginiana,01:18:06,0.054236111,1,18,0.3,1.3,Seca
Joya Oscura,Mazama temama,01:18:59,0.054849537,1,18,0.3,1.3,Seca
Joya Oscura 2,Conepatus leuconotus,01:19:44,0.05537037,1,19,0.316666667,1.316666667,Seca
Joya Oscura 2,Didelphis virginiana,01:20:32,0.055925926,1,20,0.333333333,1.333333333,Lluvia
El Aguita 2,Cuniculus paca,01:22:23,0.057210648,1,22,0.366666667,1.366666667,Seca
Puerto de las Palomas,Puma concolor,01:23:23,0.057905093,1,23,0.383333333,1.383333333,Lluvia
Valle Verde del Charco ,Dasypus novemcinctus,01:23:30,0.057986111,1,23,0.383333333,1.383333333,Lluvia
Joya Oscura 2,Leopardus pardalis,01:23:58,0.058310185,1,23,0.383333333,1.383333333,Lluvia
Casa de Piedra,Didelphis virginiana,01:23:59,0.058321759,1,23,0.383333333,1.383333333,Lluvia
Las Fabricas,Urocyon cinereoargenteus,01:24:07,0.058414352,1,24,0.4,1.4,Lluvia
El Tigre,Conepatus leuconotus,01:24:09,0.0584375,1,24,0.4,1.4,Seca
Joya Oscura,Leopardus wiedii,01:24:14,0.05849537,1,24,0.4,1.4,Lluvia
La Tableta 2,Sylvilagus floridanus,01:24:56,0.058981481,1,24,0.4,1.4,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,01:24:56,0.058981481,1,24,0.4,1.4,Seca
La Corneta,Leopardus wiedii,01:25:01,0.059039352,1,25,0.416666667,1.416666667,Lluvia
Cueva de Don Amador,Panthera onca,01:25:12,0.059166667,1,25,0.416666667,1.416666667,Lluvia
Las Dalias,Sylvilagus floridanus,01:25:59,0.059710648,1,25,0.416666667,1.416666667,Lluvia
Viveros,Didelphis virginiana,01:28:37,0.061539352,1,28,0.466666667,1.466666667,Lluvia
Valle Verde del Charco ,Ursus americanus,01:28:41,0.061585648,1,28,0.466666667,1.466666667,Seca
Joya Oscura 2,Conepatus leuconotus,01:28:41,0.061585648,1,28,0.466666667,1.466666667,Lluvia
La Tableta,Sylvilagus floridanus,01:28:57,0.061770833,1,28,0.466666667,1.466666667,Lluvia
Joya Oscura 2,Leopardus wiedii,01:28:59,0.061793981,1,28,0.466666667,1.466666667,Lluvia
Puerto de las Palomas,Puma concolor,01:29:26,0.062106481,1,29,0.483333333,1.483333333,Seca
Agua Linda,Sylvilagus floridanus,01:29:27,0.062118056,1,29,0.483333333,1.483333333,Lluvia
Las Fabricas,Leopardus wiedii,01:29:36,0.062222222,1,29,0.483333333,1.483333333,Lluvia
El Aguita,Leopardus pardalis,01:29:50,0.062384259,1,29,0.483333333,1.483333333,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,01:30:17,0.062696759,1,30,0.5,1.5,Seca
Valle Verde del Charco ,Didelphis virginiana,01:30:43,0.062997685,1,30,0.5,1.5,Lluvia
Joya Oscura 2,Leopardus pardalis,01:31:47,0.063738426,1,31,0.516666667,1.516666667,Seca
Joya Oscura 2,Didelphis virginiana,01:32:30,0.064236111,1,32,0.533333333,1.533333333,Seca
Casa de Piedra,Didelphis virginiana,01:33:25,0.064872685,1,33,0.55,1.55,Seca
Las Dalias,Didelphis virginiana,01:33:50,0.065162037,1,33,0.55,1.55,Lluvia
Agua Linda,Sylvilagus floridanus,01:35:22,0.066226852,1,35,0.583333333,1.583333333,Seca
Joya Oscura 2,Leopardus pardalis,01:36:18,0.066875,1,36,0.6,1.6,Seca
La Perra,Urocyon cinereoargenteus,01:36:58,0.067337963,1,36,0.6,1.6,Seca
Valle Verde del Charco ,Puma concolor,01:37:17,0.06755787,1,37,0.616666667,1.616666667,Lluvia
Casa de Piedra,Didelphis virginiana,01:37:23,0.067627315,1,37,0.616666667,1.616666667,Seca
Puerto de las Palomas 2,Sylvilagus floridanus,01:37:41,0.067835648,1,37,0.616666667,1.616666667,Seca
Valle Verde del Charco ,Didelphis virginiana,01:37:42,0.067847222,1,37,0.616666667,1.616666667,Lluvia
Joya Oscura,Mazama temama,01:38:30,0.068402778,1,38,0.633333333,1.633333333,Lluvia
Valle Verde del Charco ,Didelphis virginiana,01:38:32,0.068425926,1,38,0.633333333,1.633333333,Seca
Casa de Piedra,Puma concolor,01:39:15,0.068923611,1,39,0.65,1.65,Lluvia
La Corneta,Leopardus wiedii,01:40:19,0.069664352,1,40,0.666666667,1.666666667,Seca
El Aguita,Didelphis virginiana,01:40:45,0.069965278,1,40,0.666666667,1.666666667,Lluvia
El Elefante,Ursus americanus,01:41:26,0.070439815,1,41,0.683333333,1.683333333,Seca
Casa de Piedra,Didelphis virginiana,01:41:31,0.070497685,1,41,0.683333333,1.683333333,Lluvia
Cueva de Don Amador,Dasypus novemcinctus,01:41:42,0.070625,1,41,0.683333333,1.683333333,Lluvia
Puerto de las Palomas,Didelphis virginiana,01:42:29,0.071168981,1,42,0.7,1.7,Seca
Puerto de las Palomas 2,Sylvilagus floridanus,01:42:34,0.071226852,1,42,0.7,1.7,Seca
El Aguita,Leopardus wiedii,01:43:39,0.071979167,1,43,0.716666667,1.716666667,Lluvia
La Corneta,Leopardus wiedii,01:45:17,0.073113426,1,45,0.75,1.75,Seca
Valle Verde del Charco ,Dasypus novemcinctus,01:45:34,0.073310185,1,45,0.75,1.75,Lluvia
La Tableta 2,Panthera onca,01:45:37,0.073344907,1,45,0.75,1.75,Seca
Esteban,Nasua narica,01:45:42,0.073402778,1,45,0.75,1.75,Seca
La Tableta 2,Sylvilagus floridanus,01:46:27,0.073923611,1,46,0.766666667,1.766666667,Seca
El Salto,Didelphis virginiana,01:46:53,0.074224537,1,46,0.766666667,1.766666667,Seca
Las Dalias,Sylvilagus floridanus,01:46:54,0.074236111,1,46,0.766666667,1.766666667,Lluvia
La Tableta 2,Leopardus wiedii,01:47:22,0.074560185,1,47,0.783333333,1.783333333,Lluvia
Joya Oscura,Didelphis virginiana,01:48:49,0.07556713,1,48,0.8,1.8,Seca
Agua Linda,Urocyon cinereoargenteus,01:49:15,0.075868056,1,49,0.816666667,1.816666667,Seca
La Corneta,Didelphis virginiana,01:50:42,0.076875,1,50,0.833333333,1.833333333,Seca
El Salto,Leopardus wiedii,01:51:06,0.077152778,1,51,0.85,1.85,Lluvia
Agua Linda,Leopardus wiedii,01:51:53,0.077696759,1,51,0.85,1.85,Lluvia
